date,IceFog,Snow,3HighAve,3LowAve
20120523,0,0,21.3,16.7
20120524,0,0,22.233,16.7
20120525,0,0,23.9,17.233
20120526,0,0,26.667,17.6
20120527,0,0,29.267,19.633
20120528,0,0,30.2,19.833
20120529,0,0,29.267,20.567
20120530,0,0,27.4,19.633
20120531,0,0,24.6,18.533
20120601,0,0,24.433,17.233
20120602,0,0,23.867,15.733
20120603,0,0,21.833,14.233
20120604,0,0,19.8,12.4
20120605,0,0,19.067,11.667
20120606,0,0,21.867,12.4
20120607,0,0,25,14.067
20120608,0,0,26.133,15.933
20120609,0,0,27.233,17.433
20120610,0,0,26.5,18.167
20120611,0,0,25.367,18.333
20120612,0,0,22.6,17.967
20120613,0,0,22.6,17.6
20120614,0,0,24.1,16.7
20120615,0,0,26.133,15.967
20120616,0,0,25.4,15.2
20120617,0,0,23.9,14.633
20120618,0,0,23.333,15.167
20120619,0,0,27.2,17.4
20120620,0,0,31.267,21.467
20120621,0,0,33.667,22.767
20120622,0,0,31.833,22.6
20120623,0,0,30,20.2
20120624,0,0,27.033,18.733
20120625,0,0,24.8,16.667
20120626,0,0,24.233,15.933
20120627,0,0,26.833,17.033
20120628,0,0,30.733,18.9
20120629,0,0,32.967,21.667
20120630,0,0,34.067,22.767
20120701,0,0,33.133,23.5
20120702,0,0,32.4,22.4
20120703,0,0,32.033,21.667
20120704,0,0,33.333,22.6
20120705,0,0,34.067,22.767
20120706,0,0,35,23.133
20120707,0,0,34.433,22.2
20120708,0,0,33.133,22.4
20120709,0,0,31.3,21.867
20120710,0,0,30,21.7
20120711,0,0,30.567,21.133
20120712,0,0,30.933,22.033
20120713,0,0,30.933,22.4
20120714,0,0,30.933,22.6
20120715,0,0,31.3,21.867
20120716,0,0,33.367,22.033
20120717,0,0,35.4,22.4
20120718,0,0,32.6,22.033
20120719,0,0,28.133,19.633
20120720,0,0,24.067,17.4
20120721,0,0,25.367,16.833
20120722,0,0,27.967,18.7
20120723,0,0,30.367,21.1
20120724,0,0,30.733,21.467
20120725,0,0,31.1,20.9
20120726,0,0,30.367,20.367
20120727,0,0,29.633,20.567
20120728,0,0,28.167,20.567
20120729,0,0,27.033,20
20120730,0,0,26.867,20.367
20120731,0,0,26.5,20.733
20120801,0,0,27.633,21.1
20120802,0,0,29.3,22.033
20120803,0,0,31.5,22.967
20120804,0,0,32.233,23.533
20120805,0,0,31.667,22.967
20120806,0,0,30.367,21.667
20120807,0,0,29.433,21.667
20120808,0,0,29.8,21.867
20120809,0,0,29.267,22.233
20120810,0,0,29.467,22.6
20120811,0,0,29.3,22.6
20120812,0,0,30.4,22.433
20120813,0,0,28.9,21.867
20120814,0,0,27.967,20.733
20120815,0,0,27.767,20.167
20120816,0,0,29.433,18.867
20120817,0,0,28.867,18.133
20120818,0,0,26.833,17.4
20120819,0,0,25,17.4
20120820,0,0,25.567,17.967
20120821,0,0,27.067,19.067
20120822,0,0,28.333,19.833
20120823,0,0,29.267,20.4
20120824,0,0,30,20.767
20120825,0,0,29.833,20.567
20120826,0,0,28.7,20.733
20120827,0,0,28.9,21.3
20120828,0,0,27.967,21.1
20120829,0,0,28.167,19.433
20120830,0,0,28.9,18.7
20120831,0,0,31.133,20
20120901,0,0,31.133,21.867
20120902,0,0,28.9,22.233
20120903,0,0,26.867,21.5
20120904,0,0,26.5,21.5
20120905,0,0,26.7,21.133
20120906,0,0,28,21.333
20120907,0,0,28.167,19.833
20120908,0,0,27.8,18.7
20120909,0,0,25,16.267
20120910,0,0,23.533,14.6
20120911,0,0,23.9,13.867
20120912,0,0,25.567,14.8
20120913,0,0,26.867,16.667
20120914,0,0,25.567,16.867
20120915,0,0,24.467,15.567
20120916,0,0,24.1,14.267
20120917,0,0,24.467,15.533
20120918,0,0,23.533,15.733
20120919,0,0,21.867,15.167
20120920,0,0,21.867,13.9
20120921,0,0,22.967,14.467
20120922,0,0,22.767,14.667
20120923,0,0,21.267,13.367
20120924,0,0,20.533,12.233
20120925,0,0,22.2,13.7
20120926,0,0,23.7,15.533
20120927,0,0,23.167,16.667
20120928,0,0,20.933,15.567
20120929,0,0,19.633,14.1
20120930,0,0,19.8,12.6
20121001,0,0,20.567,13.533
20121002,0,0,21.5,15
20121003,0,0,22.233,17.6
20121004,0,0,23.9,17.4
20121005,0,0,24.633,15.733
20121006,0,0,20.933,12.033
20121007,0,0,16.667,8.9
20121008,0,0,13.133,8.167
20121009,0,0,15.367,9.467
20121010,0,0,16.1,10
20121011,0,0,15.733,8.533
20121012,0,0,13.333,5.733
20121013,0,0,15.367,6.867
20121014,0,0,18.167,10
20121015,0,0,19.267,11.867
20121016,0,0,17.6,10.2
20121017,0,0,16.467,8.533
20121018,0,0,17.767,10.933
20121019,0,0,19.267,12.767
20121020,0,0,19.267,12.567
20121021,0,0,19.267,10.333
20121022,0,0,18.5,10.333
20121023,0,0,17.4,11.633
20121024,0,0,16.667,12.767
20121025,0,0,16.667,13.333
20121026,0,0,17.767,13.9
20121027,0,0,17.2,13.9
20121028,0,0,16.667,12.967
20121029,0,0,14.633,10.733
20121030,0,0,12.967,8.7
20121031,0,0,10.933,7.033
20121101,0,0,10.767,6.133
20121102,0,0,10.967,5.367
20121103,0,0,10.967,4.633
20121104,0,0,9.467,3.333
20121105,0,0,7.8,1.7
20121106,0,0,5.933,0.167
20121107,0,1,6.5,-0.4
20121108,0,1,8.533,0.5
20121109,0,0,11.133,2.6
20121110,0,0,14.1,5.933
20121111,0,0,16.5,8.167
20121112,0,0,17.8,7.767
20121113,0,0,14.633,5.367
20121114,0,0,10.733,2.967
20121115,0,0,7.767,2.6
20121116,0,0,8.533,2.967
20121117,0,0,9.267,3.5
20121118,0,0,9.433,3.333
20121119,0,0,9.433,3.5
20121120,0,0,10.2,3.867
20121121,0,0,11.5,4.6
20121122,0,0,12.4,5.167
20121123,0,0,11.833,4.267
20121124,0,0,9.233,2.8
20121125,0,0,7.767,1.5
20121126,0,0,6.3,1.3
20121127,0,1,6.5,1.467
20121128,0,0,5.567,1.1
20121129,0,0,6.3,1.833
20121130,0,0,6.3,2.2
20121201,0,0,7.967,3.5
20121202,0,0,10.567,5.533
20121203,0,0,14.467,7.567
20121204,0,0,15.567,6.467
20121205,0,0,11.833,2.8
20121206,0,0,8.867,0.6
20121207,0,0,7.4,2.2
20121208,0,0,9.267,4.667
20121209,0,0,11.667,6.333
20121210,0,0,13.133,5.767
20121211,0,0,11.833,4.633
20121212,0,0,9.433,3.133
20121213,0,0,7.6,2.4
20121214,0,0,8.333,2.767
20121215,0,0,8.5,3.9
20121216,0,0,7.567,4.433
20121217,0,0,8.867,5.367
20121218,0,0,8.867,4.8
20121219,0,0,9.6,3.9
20121220,0,0,9.967,2.6
20121221,0,0,8.3,2.033
20121222,0,1,7.4,2.033
20121223,0,0,4.433,1.5
20121224,0,1,5,0.767
20121225,0,0,4.433,-0.5
20121226,0,1,4.267,-1.1
20121227,0,0,3.533,-1.5
20121228,0,0,2.6,-1.1
20121229,0,1,1.667,-1.5
20121230,0,0,1.833,-1.8
20121231,0,0,2.933,-2.6
20130101,0,0,2.767,-3.7
20130102,0,0,1.667,-4.4
20130103,0,0,1.133,-3.7
20130104,0,0,2.8,-1.8
20130105,0,0,5.4,0
20130106,0,1,6.867,1.3
20130107,0,0,7.967,1.867
20130108,0,0,8.5,2.8
20130109,0,0,8.867,3.333
20130110,0,0,8.5,3.7
20130111,0,0,8.133,4.267
20130112,0,0,8.7,4.833
20130113,0,0,10.533,5
20130114,0,0,8.867,3.7
20130115,0,0,6.467,1.667
20130116,0,0,4.067,1.133
20130117,0,0,3.533,-0.7
20130118,0,0,6.133,-1.1
20130119,0,0,8,-2
20130120,0,0,7.433,-1.8
20130121,0,0,3,-5
20130122,0,1,-3.167,-8.5
20130123,0,0,-5,-11.1
20130124,0,0,-5.6,-11.1
20130125,0,1,-4.3,-10.4
20130126,0,0,-2,-9.1
20130127,0,0,0.2,-6.1
20130128,0,1,4.233,-2.2
20130129,0,0,8.867,1.5
20130130,0,0,13.5,1.7
20130131,0,0,10.2,-0.533
20130201,0,0,4.6,-4.2
20130202,0,1,-1.1,-5.3
20130203,0,1,-1.3,-5.5
20130204,0,0,-0.7,-3.9
20130205,0,1,0.9,-3
20130206,0,0,1.3,-2.4
20130207,0,0,1.667,-2.6
20130208,0,1,0.367,-4.1
20130209,1,1,1.1,-5.6
20130210,0,0,3.133,-4.3
20130211,0,0,5.367,-1.5
20130212,0,0,6.867,1.3
20130213,0,1,7.067,1.133
20130214,0,1,9.1,1.333
20130215,0,0,8.533,0.9
20130216,0,1,5.933,-1.867
20130217,0,0,2.233,-5.6
20130218,0,0,3.7,-5.2
20130219,0,0,4.8,-3.9
20130220,0,0,4.6,-2.567
20130221,0,0,2.567,-4.1
20130222,0,0,3.333,-2
20130223,0,0,5.733,-0.2
20130224,0,0,7.033,1.1
20130225,0,0,7.4,0.933
20130226,0,0,7.4,1.3
20130227,0,0,8.533,2.6
20130228,0,0,8.7,2.767
20130301,0,0,7.4,1.8
20130302,0,1,5.333,-0.033
20130303,0,1,4.8,-1.7
20130304,0,0,6.467,-1.7
20130305,0,0,6.867,0
20130306,0,0,6.1,1.1
20130307,0,1,4.833,1.1
20130308,1,1,7.233,0.6
20130309,0,0,9.467,1.1
20130310,0,0,11.667,2.767
20130311,0,0,12.033,4.233
20130312,0,0,12.4,4.6
20130313,0,0,10,2.6
20130314,0,0,8.133,0.167
20130315,0,0,6.1,-0.9
20130316,0,1,5.533,-0.9
20130317,0,0,3.333,-1.3
20130318,0,1,3.7,-1.1
20130319,0,0,5,-0.5
20130320,0,1,5.9,-0.2
20130321,0,1,5.533,-1.1
20130322,0,0,5.733,-1.1
20130323,0,0,7.033,-0.5
20130324,0,0,6.833,0.933
20130325,0,1,8.133,1.867
20130326,0,0,9.267,2.4
20130327,0,0,11.333,2.6
20130328,0,0,11.7,3.133
20130329,0,0,12.8,3.867
20130330,0,0,13.333,5.167
20130331,0,0,14.633,4.633
20130401,0,0,11.667,3.367
20130402,0,0,10.2,1.333
20130403,0,0,8.533,0.6
20130404,0,0,12.433,2.067
20130405,0,0,13.533,2.433
20130406,0,0,13.9,3.7
20130407,0,0,15.567,5.567
20130408,0,0,21.133,8.533
20130409,0,0,24.633,11.333
20130410,0,0,22.233,10.567
20130411,0,0,15.733,8.7
20130412,0,0,12.767,6.1
20130413,0,0,12.2,5.933
20130414,0,0,14.433,6.5
20130415,0,0,15.367,7.6
20130416,0,0,17.967,9.267
20130417,0,0,17.967,10.567
20130418,0,0,19.467,12.067
20130419,0,0,17.433,9.833
20130420,0,0,16.7,7.233
20130421,0,0,13.733,4.633
20130422,0,0,12.433,4.267
20130423,0,0,15.033,5.567
20130424,0,0,17.067,6.5
20130425,0,0,19.633,8.167
20130426,0,0,20,8.9
20130427,0,0,20.567,9.833
20130428,0,0,18.733,10.2
20130429,0,0,18.167,10.767
20130430,0,0,18.167,10
20130501,0,0,20.933,9.433
20130502,0,0,20.567,9.033
20130503,0,0,20.567,9.233
20130504,0,0,19.1,8.7
20130505,0,0,19.667,8.167
20130506,0,0,20.567,8.9
20130507,0,0,20.367,10.567
20130508,0,0,20.167,12.033
20130509,0,0,21.1,13.333
20130510,0,0,22.4,14.433
20130511,0,0,22.767,13.9
20130512,0,0,18.867,11.3
20130513,0,0,17.2,7.8
20130514,0,0,17.033,7.967
20130515,0,0,20.933,11.133
20130516,0,0,22.967,14.067
20130517,0,0,22.2,14.8
20130518,0,0,18.5,13.5
20130519,0,0,19.8,13.5
20130520,0,0,23.7,15.733
20130521,0,0,27.233,16.467
20130522,0,0,27.433,17.6
20130523,0,0,23.533,13.333
20130524,0,0,19.067,10.733
20130525,0,0,16.467,7.767
20130526,0,0,17.967,8.9
20130527,0,0,20.567,10.933
20130528,0,0,23.533,12.767
20130529,0,0,26.667,16.633
20130530,0,0,30.733,20.167
20130531,0,0,32.2,22.967
20130601,0,0,31.833,22.433
20130602,0,0,29.633,20.767
20130603,0,0,26.867,17.8
20130604,0,0,24.267,15.733
20130605,0,0,22.767,14.433
20130606,0,0,20.533,14.8
20130607,0,0,21.1,14.633
20130608,0,0,22.967,15.367
20130609,0,0,24.267,15.933
20130610,0,0,24.833,17.233
20130611,0,0,24.067,17.6
20130612,0,0,23.9,16.3
20130613,0,0,22.4,14.267
20130614,0,0,23.167,13.533
20130615,0,0,25.2,15.367
20130616,0,0,27.433,18.333
20130617,0,0,28.167,18.9
20130618,0,0,27.6,17.8
20130619,0,0,26.867,16.5
20130620,0,0,26.5,16.5
20130621,0,0,27.8,17.6
20130622,0,0,29.267,19.067
20130623,0,0,31.1,20.9
20130624,0,0,32.4,22.4
20130625,0,0,31.833,23.133
20130626,0,0,30.733,22.967
20130627,0,0,29.6,22.967
20130628,0,0,29.233,22.433
20130629,0,0,29.233,22.433
20130630,0,0,27.767,22.233
20130701,0,0,27.6,22.4
20130702,0,0,27.033,22.4
20130703,0,0,28.9,22.967
20130704,0,0,30.367,23.7
20130705,0,0,32.033,24.633
20130706,0,0,32.933,25.2
20130707,0,0,32.767,24.667
20130708,0,0,32.033,23.9
20130709,0,0,30.733,23.333
20130710,0,0,29.8,23.867
20130711,0,0,27.767,22.767
20130712,0,0,27.033,21.267
20130713,0,0,28.133,20.9
20130714,0,0,31.267,22.767
20130715,0,0,33.667,24.633
20130716,0,0,34.967,25.567
20130717,0,0,35.733,26.1
20130718,0,0,36.133,27.2
20130719,0,0,35.4,27.567
20130720,0,0,33.733,26.633
20130721,0,0,31.867,25.167
20130722,0,0,30.767,23.7
20130723,0,0,29.633,22.233
20130724,0,0,26.3,20.2
20130725,0,0,25.533,18.7
20130726,0,0,25.367,19.067
20130727,0,0,27.233,20.167
20130728,0,0,27.6,20.933
20130729,0,0,27.767,20.367
20130730,0,0,28.667,19.8
20130731,0,0,27,19.233
20130801,0,0,27,19.233
20130802,0,0,26.1,19.433
20130803,0,0,26.867,19.433
20130804,0,0,25.967,18.533
20130805,0,0,26.7,17.8
20130806,0,0,26.7,18.533
20130807,0,0,27.233,20
20130808,0,0,27.767,21.833
20130809,0,0,28.3,21.833
20130810,0,0,28.3,20.9
20130811,0,0,27.767,20.167
20130812,0,0,26.667,19.8
20130813,0,0,25.367,19.067
20130814,0,0,24.633,17.033
20130815,0,0,25.567,16.3
20130816,0,0,27.433,16.867
20130817,0,0,27.033,18.533
20130818,0,0,26.467,18.9
20130819,0,0,27.2,19.633
20130820,0,0,29.8,20.367
